          master-2300  [000] d.h.  1400.515315: __calc_delta: Trace Old Total Tick: 51, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] dNh.  1412.543252: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] dNh.  1412.543253: __calc_delta: Trace Old Total Tick: 30, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] d.h.  1412.547250: __calc_delta: Trace Old Total Tick: 16, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2300  [000] d.h.  1412.547251: __calc_delta: Trace Old Total Tick: 58, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] d.h.  1412.547251: __calc_delta: Trace Old Total Tick: 35, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2300  [000] dNh.  1412.547252: __calc_delta: Trace Old Total Tick: 36, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] dNh.  1412.547252: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] dNh.  1412.547253: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.551252: __calc_delta: Trace Old Total Tick: 26, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.551252: __calc_delta: Trace Old Total Tick: 66, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1412.551253: __calc_delta: Trace Old Total Tick: 46, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.555250: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.555251: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] dNh.  1412.555251: __calc_delta: Trace Old Total Tick: 31, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] d.h.  1412.559250: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2301  [000] d.h.  1412.559251: __calc_delta: Trace Old Total Tick: 75, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] d.h.  1412.559251: __calc_delta: Trace Old Total Tick: 34, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2301  [000] dNh.  1412.559252: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] dNh.  1412.559252: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] dNh.  1412.559253: __calc_delta: Trace Old Total Tick: 31, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] d.h.  1412.563250: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2299  [000] d.h.  1412.563251: __calc_delta: Trace Old Total Tick: 32, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] d.h.  1412.563251: __calc_delta: Trace Old Total Tick: 18, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2299  [000] dNh.  1412.563252: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] dNh.  1412.563252: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] dNh.  1412.563253: __calc_delta: Trace Old Total Tick: 31, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1412.567266: __calc_delta: Trace Old Total Tick: 22, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1412.567267: __calc_delta: Trace Old Total Tick: 70, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] d.h.  1412.567267: __calc_delta: Trace Old Total Tick: 41, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1412.571250: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1412.571251: __calc_delta: Trace Old Total Tick: 19, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] dNh.  1412.571251: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] d.h.  1412.575250: __calc_delta: Trace Old Total Tick: 17, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2302  [000] d.h.  1412.575251: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] d.h.  1412.575251: __calc_delta: Trace Old Total Tick: 27, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2302  [000] dNh.  1412.575252: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] dNh.  1412.575253: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] dNh.  1412.575253: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] d.h.  1412.579250: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2300  [000] d.h.  1412.579251: __calc_delta: Trace Old Total Tick: 56, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] d.h.  1412.579251: __calc_delta: Trace Old Total Tick: 18, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2300  [000] dNh.  1412.579252: __calc_delta: Trace Old Total Tick: 30, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] dNh.  1412.579252: __calc_delta: Trace Old Total Tick: 17, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] dNh.  1412.579253: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.583250: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.583251: __calc_delta: Trace Old Total Tick: 34, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1412.583251: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.587251: __calc_delta: Trace Old Total Tick: 20, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.587251: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] dNh.  1412.587252: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] d.h.  1412.591250: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2301  [000] d.h.  1412.591251: __calc_delta: Trace Old Total Tick: 76, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] d.h.  1412.591251: __calc_delta: Trace Old Total Tick: 32, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2301  [000] dNh.  1412.591252: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2301  [000] dNh.  1412.591252: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2301  [000] dNh.  1412.591253: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] d.h.  1412.595250: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2299  [000] d.h.  1412.595251: __calc_delta: Trace Old Total Tick: 57, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] d.h.  1412.595251: __calc_delta: Trace Old Total Tick: 18, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2299  [000] dNh.  1412.595252: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2299  [000] dNh.  1412.595252: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2299  [000] dNh.  1412.595253: __calc_delta: Trace Old Total Tick: 31, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1412.599250: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1412.599251: __calc_delta: Trace Old Total Tick: 30, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] d.h.  1412.599251: __calc_delta: Trace Old Total Tick: 31, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2305  [000] d.h.  1412.603250: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2305  [000] d.h.  1412.603250: __calc_delta: Trace Old Total Tick: 20, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2305  [000] dNh.  1412.603251: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] d.h.  1412.607250: __calc_delta: Trace Old Total Tick: 19, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
             phd-2302  [000] d.h.  1412.607251: __calc_delta: Trace Old Total Tick: 78, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] d.h.  1412.607251: __calc_delta: Trace Old Total Tick: 25, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
             phd-2302  [000] dNh.  1412.607251: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
             phd-2302  [000] dNh.  1412.607252: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
             phd-2302  [000] dNh.  1412.607252: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] d.h.  1412.611250: __calc_delta: Trace Old Total Tick: 17, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
          master-2300  [000] d.h.  1412.611250: __calc_delta: Trace Old Total Tick: 58, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] d.h.  1412.611251: __calc_delta: Trace Old Total Tick: 18, delta_exec: 5999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 2999995
          master-2300  [000] dNh.  1412.611251: __calc_delta: Trace Old Total Tick: 32, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
          master-2300  [000] dNh.  1412.611252: __calc_delta: Trace Old Total Tick: 18, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
          master-2300  [000] dNh.  1412.611252: __calc_delta: Trace Old Total Tick: 33, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.615250: __calc_delta: Trace Old Total Tick: 18, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 11999994
           under-2306  [000] d.h.  1412.615250: __calc_delta: Trace Old Total Tick: 34, delta_exec: 11999994, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 2097151, Calculated Value: 5999994
           under-2306  [000] d.h.  1412.615251: __calc_delta: Trace Old Total Tick: 34, delta_exec: 24000000, Weight: 1048576, Load Weight: 2097152, Inverted Weight: 0, Calculated Value: 11999994
